"","rowname","error"
"426","ErrorMessage3055","unused arguments (alist(perl = , useBytes = ))"
"427","ErrorMessage3057","argument should be a character vector of length 1
all but the first element will be ignored"
"428","ErrorMessage3088","argument 'replacement' has length > 1 and only the first element will be used"
"429","ErrorMessage3094","unused arguments (alist(open = , encoding = , compression = , close = ))"
"430","ErrorMessage3117","invalid 'encoding' argument"
"431","ErrorMessage3137","unused argument (alist(locale = ))"
"432","ErrorMessage3138","unused argument (locale = x)"
"433","ErrorMessage3142","unused argument (locale = df)"
"434","ErrorMessage3143","unused argument (locale = ""df"")"
"435","ErrorMessage3145","all arguments must be named"
"436","ErrorMessage3148","invalid 'locale' argument"
"437","ErrorMessage3153","invalid 'ignore.srcref' value"
"438","ErrorMessage3159","<text>:1:9: unexpected '='
1: if(test =
            ^"
"439","ErrorMessage3160","<text>:2:0: unexpected end of input
1:   if (condition) {
   ^"
"440","ErrorMessage3161","<text>:1:3: unexpected '}'
1:   }
      ^"
"441","ErrorMessage3162","argument ""test"" is missing, with no default"
"442","ErrorMessage3163","argument ""yes"" is missing, with no default"
"443","ErrorMessage3164","argument ""no"" is missing, with no default"
"444","ErrorMessage3168","non-numeric argument to function"
"445","ErrorMessage3173","unused arguments (alist(from = , to = , env = , keep.source = ))"
"446","ErrorMessage3174","argument ""expenv"" is missing, with no default"
"447","ErrorMessage3177","unused arguments (alist(from = x, to = , env = , keep.source = ))"
"448","ErrorMessage3178","unused arguments (alist(from = x, to = x, env = , keep.source = ))"
"449","ErrorMessage3179","unused arguments (alist(from = x, to = x, env = x, keep.source = ))"
"450","ErrorMessage3180","unused arguments (alist(from = df, to = x, env = x, keep.source = ))"
"451","ErrorMessage3181","unused arguments (alist(from = ""df"", to = x, env = x, keep.source = ))"
"452","ErrorMessage3182","argument ""file"" is missing, with no default"
"453","ErrorMessage3183","bad 'file' argument"
"454","ErrorMessage3185","error reading from connection"
"455","ErrorMessage3189","object 'e' not found"
"456","ErrorMessage3195","No factors specified"
"457","ErrorMessage3205","invalid separator"
"458","ErrorMessage3213","1 argument passed to 'interactive' which requires 0"
"459","ErrorMessage3218","[38;5;255m`x` and `y` are not compatible.
`y` must be a data frame.[39m"
"460","ErrorMessage3236","invalid 'rle' structure"
"461","ErrorMessage3242","no 'restart' 'df' found"
"462","ErrorMessage3255","argument ""el"" is missing, with no default"
"463","ErrorMessage3256","argument ""set"" is missing, with no default"
"464","ErrorMessage3280","type ""single"" unimplemented in R"
"465","ErrorMessage3297","unused arguments (alist(class1 = , class2 = ))"
"466","ErrorMessage3301","unused arguments (alist(class1 = x, class2 = ))"
"467","ErrorMessage3302","unused arguments (class1 = x, class2 = x)"
"468","ErrorMessage3303","unused arguments (class1 = x, class2 = df)"
"469","ErrorMessage3304","unused arguments (class1 = df, class2 = df)"
"470","ErrorMessage3305","unused arguments (class1 = df, class2 = ""df"")"
"471","ErrorMessage3306","unused arguments (class1 = ""df"", class2 = ""df"")"
"472","ErrorMessage3313","object 'fun' not found"
"473","ErrorMessage3318","no generic function found for ‘df’"
"474","ErrorMessage3333","unused arguments (alist(pkg = , quiet = ))"
"475","ErrorMessage3335","unused arguments (alist(pkg = x, quiet = ))"
"476","ErrorMessage3336","unused arguments (alist(pkg = df, quiet = ))"
"477","ErrorMessage3337","unused arguments (alist(pkg = ""df"", quiet = ))"
"478","ErrorMessage3339","argument ""year"" is missing, with no default"
"479","ErrorMessage3340","argument ""month"" is missing, with no default"
"480","ErrorMessage3341","argument ""day"" is missing, with no default"
"481","ErrorMessage3345","argument ""min"" is missing, with no default"
"482","ErrorMessage3350","argument ""sec"" is missing, with no default"
"483","ErrorMessage3355","invalid connection"
"484","ErrorMessage3358","unused argument (alist(restart = ))"
"485","ErrorMessage3362","supplied argument name 'object' does not match 'x'"
"486","ErrorMessage3369","no applicable method for 'isSymmetric' applied to an object of class ""name"""
"487","ErrorMessage3372","no applicable method for 'isSymmetric' applied to an object of class ""c('double', 'numeric')"""
"488","ErrorMessage3377","no applicable method for 'isSymmetric' applied to an object of class ""data.frame"""
"489","ErrorMessage3378","no applicable method for 'isSymmetric' applied to an object of class ""character"""
"490","ErrorMessage3384","NAs produced"
"491","ErrorMessage3388","invalid argument to unary operator"
"492","ErrorMessage3390","'x' must be numeric"
"493","ErrorMessage3392","no applicable method for 'julian' applied to an object of class ""name"""
"494","ErrorMessage3393","no applicable method for 'julian' applied to an object of class ""c('double', 'numeric')"""
"495","ErrorMessage3394","no applicable method for 'julian' applied to an object of class ""data.frame"""
"496","ErrorMessage3395","no applicable method for 'julian' applied to an object of class ""character"""
"497","ErrorMessage3399","'origin' must be of length one"
"498","ErrorMessage3408","do not know how to convert 'origin' to class “POSIXct”"
"499","ErrorMessage3412","argument ""z"" is missing, with no default"
"500","ErrorMessage3414","NA/NaN/Inf in foreign function call (arg 1)"
"501","ErrorMessage3423","'arg' should be one of “qr”, “direct”"
"502","ErrorMessage3446","no non-missing arguments to min; returning Inf"
"503","ErrorMessage3453","argument ""X"" is missing, with no default"
"504","ErrorMessage3455","argument ""Y"" is missing, with no default"
"505","ErrorMessage3456","object 'FUN' of mode 'function' was not found"
"506","ErrorMessage3462","invalid 'dimnames' given for data frame"
"507","ErrorMessage3475","unused argument (alist(LINPACK = ))"
"508","ErrorMessage3484","argument to 'La.svd' must be numeric or complex"
"509","ErrorMessage3504","unused arguments (alist(name = , lib = , keep.source = , compress = , envhook = ))"
"510","ErrorMessage3505","argument ""filebase"" is missing, with no default"
"511","ErrorMessage3514","cannot open compressed file 'df.rdx', probable reason 'No such file or directory'"
"512","ErrorMessage3526","unused arguments (alist(key = , compressed = , hook = ))"
"513","ErrorMessage3531","argument 4 is empty"
"514","ErrorMessage3532","not a proper file name"
"515","ErrorMessage3545","unused arguments (x = x, y = ""df"")"
"516","ErrorMessage3546","unused arguments (x = df, y = ""df"")"
"517","ErrorMessage3547","unused arguments (x = ""df"", y = ""df"")"
"518","ErrorMessage3564","0 arguments passed to 'length<-' which requires 2"
"519","ErrorMessage3565","1 argument passed to 'length<-' which requires 2"
"520","ErrorMessage3569","unused arguments (alist(xx = , cl = ))"
"521","ErrorMessage3570","unused arguments (alist(xx = x, cl = ))"
"522","ErrorMessage3571","unused arguments (xx = x, cl = x)"
"523","ErrorMessage3572","unused arguments (xx = x, cl = df)"
"524","ErrorMessage3573","unused arguments (xx = x, cl = ""df"")"
"525","ErrorMessage3574","unused arguments (xx = df, cl = ""df"")"
"526","ErrorMessage3575","unused arguments (xx = ""df"", cl = ""df"")"
"527","ErrorMessage3577","unused arguments (alist(xx = , units = , cl = ))"
"528","ErrorMessage3578","unused arguments (alist(xx = x, units = , cl = ))"
"529","ErrorMessage3579","unused arguments (alist(xx = x, units = x, cl = ))"
"530","ErrorMessage3580","unused arguments (xx = x, units = x, cl = x)"
"531","ErrorMessage3581","unused arguments (xx = x, units = x, cl = df)"
"532","ErrorMessage3582","unused arguments (xx = x, units = df, cl = df)"
"533","ErrorMessage3583","unused arguments (xx = x, units = df, cl = ""df"")"
"534","ErrorMessage3584","unused arguments (xx = x, units = ""df"", cl = ""df"")"
"535","ErrorMessage3585","unused arguments (xx = df, units = ""df"", cl = ""df"")"
"536","ErrorMessage3586","unused arguments (xx = ""df"", units = ""df"", cl = ""df"")"
"537","ErrorMessage3590","generic function not specified"
"538","ErrorMessage3593","unused arguments (alist(xx = , tz = , cl = ))"
"539","ErrorMessage3594","unused arguments (alist(xx = x, tz = , cl = ))"
"540","ErrorMessage3595","unused arguments (alist(xx = x, tz = x, cl = ))"
"541","ErrorMessage3596","unused arguments (xx = x, tz = x, cl = x)"
"542","ErrorMessage3597","unused arguments (xx = x, tz = x, cl = df)"
"543","ErrorMessage3598","unused arguments (xx = x, tz = df, cl = df)"
"544","ErrorMessage3599","unused arguments (xx = x, tz = df, cl = ""df"")"
"545","ErrorMessage3600","unused arguments (xx = x, tz = ""df"", cl = ""df"")"
"546","ErrorMessage3601","unused arguments (xx = df, tz = ""df"", cl = ""df"")"
"547","ErrorMessage3602","unused arguments (xx = ""df"", tz = ""df"", cl = ""df"")"
"548","ErrorMessage3616","invalid 'use.names' value"
"549","ErrorMessage3620","object 'lettrs' not found"
"550","ErrorMessage3624","0 arguments passed to 'levels<-' which requires 2"
"551","ErrorMessage3625","1 argument passed to 'levels<-' which requires 2"
"552","ErrorMessage3640","unused arguments (alist(deparse.level = , unload = ))"
"553","ErrorMessage3650","unused arguments (alist(deparse.level = x, unload = ))"
"554","ErrorMessage3651","unused arguments (deparse.level = x, unload = x)"
"555","ErrorMessage3654","unused arguments (deparse.level = ""x"", unload = ""x"")"
"556","ErrorMessage3662","'length(x) = 2 > 1' in coercion to 'logical(1)'"
"557","ErrorMessage3664","unused arguments (alist(package = , local = ))"
"558","ErrorMessage3665","no shared object was specified"
"559","ErrorMessage3682","invalid 'directory' argument"
"560","ErrorMessage3690","invalid 'full.names' argument"
"561","ErrorMessage3705","unused arguments (alist(row.names = , keep.row.names = , stringsAsFactors = ))"
"562","ErrorMessage3706","is.list(x) is not TRUE"
"563","ErrorMessage3713","first argument must be a named list"
"564","ErrorMessage3724","'envir' argument must be an environment"
"565","ErrorMessage3734","not loading a namespace"
